

Kraj,Rok,Typ,BordelTyp,Hodnota

SK031,2005,ODPAD_TONY_KM2,2,0.6

SK031,2005,ODPAD_TONY_KM2,3,0.5

SK031,2005,ODPAD_TONY_KM2,4,1

SK031,2004,PROD_TONY,1,1155

SK031,2004,PROD_TONY,2,4969.3

SK031,2004,PROD_TONY,3,3405.6

SK031,2004,PROD_TONY,4,9780.9

SK031,2004,ODPAD_TONY_KM2,1,0.2

SK031,2004,ODPAD_TONY_KM2,2,0.7

SK031,2004,ODPAD_TONY_KM2,3,0.5

SK031,2004,ODPAD_TONY_KM2,4,1.4

SK031,2003,PROD_TONY,1,1351.3

SK031,2003,PROD_TONY,2,6249.2

SK031,2003,PROD_TONY,3,3271.9

SK031,2003,PROD_TONY,4,9207.4

SK031,2003,ODPAD_TONY_KM2,1,0.2

SK031,2003,ODPAD_TONY_KM2,2,0.9

SK031,2003,ODPAD_TONY_KM2,3,0.5

SK031,2003,ODPAD_TONY_KM2,4,1.4

SK031,2002,PROD_TONY,1,1543

SK031,2002,PROD_TONY,2,5579.7

SK031,2002,PROD_TONY,3,3425.7

SK031,2002,PROD_TONY,4,9263.5

SK031,2002,ODPAD_TONY_KM2,1,0.2

SK031,2002,ODPAD_TONY_KM2,2,0.8

SK031,2002,ODPAD_TONY_KM2,3,0.5

SK031,2002,ODPAD_TONY_KM2,4,1.4

SK031,2001,PROD_TONY,1,1786

SK031,2001,PROD_TONY,2,7222

SK031,2001,PROD_TONY,3,3749.4

SK031,2001,PROD_TONY,4,8453.4

SK031,2001,ODPAD_TONY_KM2,1,0.3

SK031,2001,ODPAD_TONY_KM2,2,1.1

SK031,2001,ODPAD_TONY_KM2,3,0.6

SK031,2001,ODPAD_TONY_KM2,4,1.2

SK0311,2019,PROD_TONY,1,264.9

SK0311,2019,PROD_TONY,2,20.5

SK0311,2019,PROD_TONY,3,291.6

SK0311,2019,PROD_TONY,4,2330.3

SK0311,2019,ODPAD_TONY_KM2,1,0.9

SK0311,2019,ODPAD_TONY_KM2,2,0.1

SK0311,2019,ODPAD_TONY_KM2,3,1

SK0311,2019,ODPAD_TONY_KM2,4,8.3

SK0311,2018,PROD_TONY,1,2.3

SK0311,2018,PROD_TONY,2,1.3

SK0311,2018,PROD_TONY,3,9

SK0311,2018,PROD_TONY,4,6.9

SK0311,2018,ODPAD_TONY_KM2,1,

SK0311,2018,ODPAD_TONY_KM2,2,

SK0311,2018,ODPAD_TONY_KM2,3,

SK0311,2018,ODPAD_TONY_KM2,4,

SK0311,2017,PROD_TONY,1,3.3

SK0311,2017,PROD_TONY,2,1.5

SK0311,2017,PROD_TONY,3,8.4

SK0311,2017,PROD_TONY,4,6

SK0311,2017,ODPAD_TONY_KM2,1,

SK0311,2017,ODPAD_TONY_KM2,2,

SK0311,2017,ODPAD_TONY_KM2,3,

SK0311,2017,ODPAD_TONY_KM2,4,

SK0311,2016,PROD_TONY,1,5.2

SK0311,2016,PROD_TONY,2,1.6

SK0311,2016,PROD_TONY,3,8

SK0311,2016,PROD_TONY,4,5.2

SK0311,2016,ODPAD_TONY_KM2,1,

SK0311,2016,ODPAD_TONY_KM2,2,

SK0311,2016,ODPAD_TONY_KM2,3,

SK0311,2016,ODPAD_TONY_KM2,4,

SK0311,2015,PROD_TONY,1,7.6

SK0311,2015,PROD_TONY,2,0.6

SK0311,2015,PROD_TONY,3,11.7

SK0311,2015,PROD_TONY,4,10.2

SK0311,2015,ODPAD_TONY_KM2,1,

SK0311,2015,ODPAD_TONY_KM2,2,

SK0311,2015,ODPAD_TONY_KM2,3,

SK0311,2015,ODPAD_TONY_KM2,4,

SK0311,2014,PROD_TONY,1,11.9

SK0311,2014,PROD_TONY,2,0.6

SK0311,2014,PROD_TONY,3,12.9

SK0311,2014,PROD_TONY,4,11.5

SK0311,2014,ODPAD_TONY_KM2,1,

SK0311,2014,ODPAD_TONY_KM2,2,

SK0311,2014,ODPAD_TONY_KM2,3,

SK0311,2014,ODPAD_TONY_KM2,4,

SK0311,2013,PROD_TONY,1,5.8

SK0311,2013,PROD_TONY,2,0.8

SK0311,2013,PROD_TONY,3,16.8

SK0311,2013,PROD_TONY,4,15.5

SK0311,2013,ODPAD_TONY_KM2,1,

SK0311,2013,ODPAD_TONY_KM2,2,

SK0311,2013,ODPAD_TONY_KM2,3,0.1

SK0311,2013,ODPAD_TONY_KM2,4,0.1

SK0311,2012,PROD_TONY,1,4.7

SK0311,2012,PROD_TONY,2,1

SK0311,2012,PROD_TONY,3,17.6

SK0311,2012,PROD_TONY,4,16.6

SK0311,2012,ODPAD_TONY_KM2,1,

SK0311,2012,ODPAD_TONY_KM2,2,

SK0311,2012,ODPAD_TONY_KM2,3,0.1

SK0311,2012,ODPAD_TONY_KM2,4,0.1

SK0311,2011,PROD_TONY,1,5

SK0311,2011,PROD_TONY,2,0.8

SK0311,2011,PROD_TONY,3,12.8

SK0311,2011,PROD_TONY,4,15.4

SK0311,2011,ODPAD_TONY_KM2,1,

SK0311,2011,ODPAD_TONY_KM2,2,

SK0311,2011,ODPAD_TONY_KM2,3,

SK0311,2011,ODPAD_TONY_KM2,4,0.1

SK0311,2010,PROD_TONY,1,5.5

SK0311,2010,PROD_TONY,2,1.5

SK0311,2010,PROD_TONY,3,13.3

SK0311,2010,PROD_TONY,4,15.5

SK0311,2010,ODPAD_TONY_KM2,1,

SK0311,2010,ODPAD_TONY_KM2,2,

SK0311,2010,ODPAD_TONY_KM2,3,

SK0311,2010,ODPAD_TONY_KM2,4,0.1

SK0311,2009,PROD_TONY,1,6.6

SK0311,2009,PROD_TONY,2,3.5

SK0311,2009,PROD_TONY,3,12.4

SK0311,2009,PROD_TONY,4,13.2

SK0311,2009,ODPAD_TONY_KM2,1,

SK0311,2009,ODPAD_TONY_KM2,2,

SK0311,2009,ODPAD_TONY_KM2,3,

SK0311,2009,ODPAD_TONY_KM2,4,

SK0311,2008,PROD_TONY,1,6.1

SK0311,2008,PROD_TONY,2,2.4

SK0311,2008,PROD_TONY,3,15.2

SK0311,2008,PROD_TONY,4,19.5

SK0311,2008,ODPAD_TONY_KM2,1,

SK0311,2008,ODPAD_TONY_KM2,2,

SK0311,2008,ODPAD_TONY_KM2,3,0.1

SK0311,2008,ODPAD_TONY_KM2,4,0.1

SK0311,2007,PROD_TONY,1,7.7

SK0311,2007,PROD_TONY,2,4.4

SK0311,2007,PROD_TONY,3,16

SK0311,2007,PROD_TONY,4,23.6

SK0311,2007,ODPAD_TONY_KM2,1,

SK0311,2007,ODPAD_TONY_KM2,2,

SK0311,2007,ODPAD_TONY_KM2,3,0.1

SK0311,2007,ODPAD_TONY_KM2,4,0.1

SK0311,2006,PROD_TONY,1,8.6

SK0311,2006,PROD_TONY,2,4.1

SK0311,2006,PROD_TONY,3,17.9

SK0311,2006,PROD_TONY,4,26.3

SK0311,2006,ODPAD_TONY_KM2,1,

SK0311,2006,ODPAD_TONY_KM2,2,

SK0311,2006,ODPAD_TONY_KM2,3,0.1

SK0311,2006,ODPAD_TONY_KM2,4,0.1

SK0311,2005,PROD_TONY,1,7.6

SK0311,2005,PROD_TONY,2,4.6

SK0311,2005,PROD_TONY,3,17.8

SK0311,2005,PROD_TONY,4,25.4

SK0311,2005,ODPAD_TONY_KM2,1,

SK0311,2005,ODPAD_TONY_KM2,2,

SK0311,2005,ODPAD_TONY_KM2,3,0.1

SK0311,2005,ODPAD_TONY_KM2,4,0.1

SK0311,2004,PROD_TONY,1,31.9

SK0311,2004,PROD_TONY,2,19.3

SK0311,2004,PROD_TONY,3,19.7

SK0311,2004,PROD_TONY,4,37.4

SK0311,2004,ODPAD_TONY_KM2,1,0.1

SK0311,2004,ODPAD_TONY_KM2,2,0.1

SK0311,2004,ODPAD_TONY_KM2,3,0.1

SK0311,2004,ODPAD_TONY_KM2,4,0.1

SK0311,2003,PROD_TONY,1,38.5

SK0311,2003,PROD_TONY,2,38.8

SK0311,2003,PROD_TONY,3,26.2

SK0311,2003,PROD_TONY,4,50.9

SK0311,2003,ODPAD_TONY_KM2,1,0.1

SK0311,2003,ODPAD_TONY_KM2,2,0.1

SK0311,2003,ODPAD_TONY_KM2,3,0.1

SK0311,2003,ODPAD_TONY_KM2,4,0.2

SK0311,2002,PROD_TONY,1,43.1

SK0311,2002,PROD_TONY,2,41.6

SK0311,2002,PROD_TONY,3,27.9

SK0311,2002,PROD_TONY,4,56.7

SK0311,2002,ODPAD_TONY_KM2,1,0.2

SK0311,2002,ODPAD_TONY_KM2,2,0.1

SK0311,2002,ODPAD_TONY_KM2,3,0.1

SK0311,2002,ODPAD_TONY_KM2,4,0.2

SK0311,2001,PROD_TONY,1,43.7

SK0311,2001,PROD_TONY,2,42.6

SK0311,2001,PROD_TONY,3,30.3

SK0311,2001,PROD_TONY,4,88.9

SK0311,2001,ODPAD_TONY_KM2,1,0.2

SK0311,2001,ODPAD_TONY_KM2,2,0.2

SK0311,2001,ODPAD_TONY_KM2,3,0.1

SK0311,2001,ODPAD_TONY_KM2,4,0.3

SK0312,2019,PROD_TONY,1,720

SK0312,2019,PROD_TONY,2,122.2

SK0312,2019,PROD_TONY,3,657.5

SK0312,2019,PROD_TONY,4,6857.3

SK0312,2019,ODPAD_TONY_KM2,1,0.9

SK0312,2019,ODPAD_TONY_KM2,2,0.2

SK0312,2019,ODPAD_TONY_KM2,3,0.9

SK0312,2019,ODPAD_TONY_KM2,4,9

SK0312,2018,PROD_TONY,1,5.2

SK0312,2018,PROD_TONY,2,67.6

SK0312,2018,PROD_TONY,3,45.8

SK0312,2018,PROD_TONY,4,160.7

SK0312,2018,ODPAD_TONY_KM2,1,

SK0312,2018,ODPAD_TONY_KM2,2,0.1

SK0312,2018,ODPAD_TONY_KM2,3,0.1

SK0312,2018,ODPAD_TONY_KM2,4,0.2

SK0312,2017,PROD_TONY,1,5.1

SK0312,2017,PROD_TONY,2,84.2

SK0312,2017,PROD_TONY,3,48.3

SK0312,2017,PROD_TONY,4,167.8

SK0312,2017,ODPAD_TONY_KM2,1,

SK0312,2017,ODPAD_TONY_KM2,2,0.1

SK0312,2017,ODPAD_TONY_KM2,3,0.1

SK0312,2017,ODPAD_TONY_KM2,4,0.2

SK0312,2016,PROD_TONY,1,6.4

SK0312,2016,PROD_TONY,2,89.4

SK0312,2016,PROD_TONY,3,49.5

SK0312,2016,PROD_TONY,4,170.1

SK0312,2016,ODPAD_TONY_KM2,1,

SK0312,2016,ODPAD_TONY_KM2,2,0.1

SK0312,2016,ODPAD_TONY_KM2,3,0.1

SK0312,2016,ODPAD_TONY_KM2,4,0.2

SK0312,2015,PROD_TONY,1,6.9

SK0312,2015,PROD_TONY,2,87.6

SK0312,2015,PROD_TONY,3,48.6

SK0312,2015,PROD_TONY,4,161.2

SK0312,2015,ODPAD_TONY_KM2,1,

SK0312,2015,ODPAD_TONY_KM2,2,0.1

SK0312,2015,ODPAD_TONY_KM2,3,0.1

SK0312,2015,ODPAD_TONY_KM2,4,0.2

SK0312,2014,PROD_TONY,1,9.9

SK0312,2014,PROD_TONY,2,80.9

SK0312,2014,PROD_TONY,3,49.2

SK0312,2014,PROD_TONY,4,169.6

SK0312,2014,ODPAD_TONY_KM2,1,

SK0312,2014,ODPAD_TONY_KM2,2,0.1

SK0312,2014,ODPAD_TONY_KM2,3,0.1

SK0312,2014,ODPAD_TONY_KM2,4,0.2

SK0312,2013,PROD_TONY,1,30.7

SK0312,2013,PROD_TONY,2,108.5

SK0312,2013,PROD_TONY,3,50.4

SK0312,2013,PROD_TONY,4,155.9

SK0312,2013,ODPAD_TONY_KM2,1,

SK0312,2013,ODPAD_TONY_KM2,2,0.1

SK0312,2013,ODPAD_TONY_KM2,3,0.1

SK0312,2013,ODPAD_TONY_KM2,4,0.2

SK0312,2012,PROD_TONY,1,34.1

SK0312,2012,PROD_TONY,2,120.7

SK0312,2012,PROD_TONY,3,52.4

SK0312,2012,PROD_TONY,4,154.6

SK0312,2012,ODPAD_TONY_KM2,1,

SK0312,2012,ODPAD_TONY_KM2,2,0.2

SK0312,2012,ODPAD_TONY_KM2,3,0.1

SK0312,2012,ODPAD_TONY_KM2,4,0.2

SK0312,2011,PROD_TONY,1,37.4

SK0312,2011,PROD_TONY,2,116.7

SK0312,2011,PROD_TONY,3,54.8

SK0312,2011,PROD_TONY,4,173.5

SK0312,2011,ODPAD_TONY_KM2,1,

SK0312,2011,ODPAD_TONY_KM2,2,0.2

SK0312,2011,ODPAD_TONY_KM2,3,0.1

SK0312,2011,ODPAD_TONY_KM2,4,0.2

SK0312,2010,PROD_TONY,1,44.3

SK0312,2010,PROD_TONY,2,129.3

SK0312,2010,PROD_TONY,3,62.3

SK0312,2010,PROD_TONY,4,213.1

SK0312,2010,ODPAD_TONY_KM2,1,0.1

SK0312,2010,ODPAD_TONY_KM2,2,0.2

SK0312,2010,ODPAD_TONY_KM2,3,0.1

SK0312,2010,ODPAD_TONY_KM2,4,0.3

SK0312,2009,PROD_TONY,1,49.3

SK0312,2009,PROD_TONY,2,129.4

SK0312,2009,PROD_TONY,3,56.9

SK0312,2009,PROD_TONY,4,200

SK0312,2009,ODPAD_TONY_KM2,1,0.1

SK0312,2009,ODPAD_TONY_KM2,2,0.2

SK0312,2009,ODPAD_TONY_KM2,3,0.1

SK0312,2009,ODPAD_TONY_KM2,4,0.3

SK0312,2008,PROD_TONY,1,57.9

SK0312,2008,PROD_TONY,2,143.4

SK0312,2008,PROD_TONY,3,61.1

SK0312,2008,PROD_TONY,4,231.1

SK0312,2008,ODPAD_TONY_KM2,1,0.1

SK0312,2008,ODPAD_TONY_KM2,2,0.2

SK0312,2008,ODPAD_TONY_KM2,3,0.1

SK0312,2008,ODPAD_TONY_KM2,4,0.3

SK0312,2007,PROD_TONY,1,64.2

SK0312,2007,PROD_TONY,2,188.3

SK0312,2007,PROD_TONY,3,64.2

SK0312,2007,PROD_TONY,4,230.1

SK0312,2007,ODPAD_TONY_KM2,1,0.1

SK0312,2007,ODPAD_TONY_KM2,2,0.2

SK0312,2007,ODPAD_TONY_KM2,3,0.1

SK0312,2007,ODPAD_TONY_KM2,4,0.3

SK0312,2006,PROD_TONY,1,83.9

SK0312,2006,PROD_TONY,2,198.8

SK0312,2006,PROD_TONY,3,68.6

SK0312,2006,PROD_TONY,4,251

SK0312,2006,ODPAD_TONY_KM2,1,0.1

SK0312,2006,ODPAD_TONY_KM2,2,0.3

SK0312,2006,ODPAD_TONY_KM2,3,0.1

SK0312,2006,ODPAD_TONY_KM2,4,0.3

SK0312,2005,PROD_TONY,1,120

SK0312,2005,PROD_TONY,2,256.5

SK0312,2005,PROD_TONY,3,86.1

SK0312,2005,PROD_TONY,4,264

SK0312,2005,ODPAD_TONY_KM2,1,0.2

SK0312,2005,ODPAD_TONY_KM2,2,0.3

SK0312,2005,ODPAD_TONY_KM2,3,0.1

SK0312,2005,ODPAD_TONY_KM2,4,0.3

SK0312,2004,PROD_TONY,1,116.9

SK0312,2004,PROD_TONY,2,270

SK0312,2004,PROD_TONY,3,93.2

SK0312,2004,PROD_TONY,4,290

SK0312,2004,ODPAD_TONY_KM2,1,0.2

SK0312,2004,ODPAD_TONY_KM2,2,0.4

SK0312,2004,ODPAD_TONY_KM2,3,0.1

SK0312,2004,ODPAD_TONY_KM2,4,0.4

SK0312,2003,PROD_TONY,1,144.7

SK0312,2003,PROD_TONY,2,235.6

SK0312,2003,PROD_TONY,3,100.8

SK0312,2003,PROD_TONY,4,350.6

SK0312,2003,ODPAD_TONY_KM2,1,0.2

SK0312,2003,ODPAD_TONY_KM2,2,0.3

SK0312,2003,ODPAD_TONY_KM2,3,0.1

SK0312,2003,ODPAD_TONY_KM2,4,0.5

SK0312,2002,PROD_TONY,1,111.7

SK0312,2002,PROD_TONY,2,236.8

SK0312,2002,PROD_TONY,3,112.7

SK0312,2002,PROD_TONY,4,374.8

SK0312,2002,ODPAD_TONY_KM2,1,0.1

SK0312,2002,ODPAD_TONY_KM2,2,0.3

SK0312,2002,ODPAD_TONY_KM2,3,0.1

SK0312,2002,ODPAD_TONY_KM2,4,0.5

SK0312,2001,PROD_TONY,1,129.2

SK0312,2001,PROD_TONY,2,263.2

SK0312,2001,PROD_TONY,3,121.8

SK0312,2001,PROD_TONY,4,407.8

SK0312,2001,ODPAD_TONY_KM2,1,0.2

SK0312,2001,ODPAD_TONY_KM2,2,0.3

SK0312,2001,ODPAD_TONY_KM2,3,0.2

SK0312,2001,ODPAD_TONY_KM2,4,0.5

SK0313,2019,PROD_TONY,1,342.5

SK0313,2019,PROD_TONY,2,685.1

SK0313,2019,PROD_TONY,3,964.8

SK0313,2019,PROD_TONY,4,2887.5

SK0313,2019,ODPAD_TONY_KM2,1,0.7

SK0313,2019,ODPAD_TONY_KM2,2,1.4

SK0313,2019,ODPAD_TONY_KM2,3,2

SK0313,2019,ODPAD_TONY_KM2,4,5.9

SK0313,2018,PROD_TONY,1,34.1

SK0313,2018,PROD_TONY,2,721.8

SK0313,2018,PROD_TONY,3,533.8

SK0313,2018,PROD_TONY,4,1122.5

SK0313,2018,ODPAD_TONY_KM2,1,0.1

SK0313,2018,ODPAD_TONY_KM2,2,1.5

SK0313,2018,ODPAD_TONY_KM2,3,1.1

SK0313,2018,ODPAD_TONY_KM2,4,2.3

SK0313,2017,PROD_TONY,1,51.4

SK0313,2017,PROD_TONY,2,806.8

SK0313,2017,PROD_TONY,3,610.3

SK0313,2017,PROD_TONY,4,1376.2

SK0313,2017,ODPAD_TONY_KM2,1,0.1

SK0313,2017,ODPAD_TONY_KM2,2,1.6

SK0313,2017,ODPAD_TONY_KM2,3,1.2

SK0313,2017,ODPAD_TONY_KM2,4,2.8

SK0313,2016,PROD_TONY,1,58

SK0313,2016,PROD_TONY,2,739.2

SK0313,2016,PROD_TONY,3,473.1

SK0313,2016,PROD_TONY,4,1185.5

SK0313,2016,ODPAD_TONY_KM2,1,0.1

SK0313,2016,ODPAD_TONY_KM2,2,1.5

SK0313,2016,ODPAD_TONY_KM2,3,1

SK0313,2016,ODPAD_TONY_KM2,4,2.4

SK0313,2015,PROD_TONY,1,75.5

SK0313,2015,PROD_TONY,2,436.5

SK0313,2015,PROD_TONY,3,490.1

SK0313,2015,PROD_TONY,4,1068.6

SK0313,2015,ODPAD_TONY_KM2,1,0.2

SK0313,2015,ODPAD_TONY_KM2,2,0.9

SK0313,2015,ODPAD_TONY_KM2,3,1

SK0313,2015,ODPAD_TONY_KM2,4,2.2

SK0313,2014,PROD_TONY,1,70.6

SK0313,2014,PROD_TONY,2,366.5

SK0313,2014,PROD_TONY,3,433.9

SK0313,2014,PROD_TONY,4,940.1

SK0313,2014,ODPAD_TONY_KM2,1,0.1

SK0313,2014,ODPAD_TONY_KM2,2,0.7

SK0313,2014,ODPAD_TONY_KM2,3,0.9

SK0313,2014,ODPAD_TONY_KM2,4,1.9

SK0313,2013,PROD_TONY,1,61.6

SK0313,2013,PROD_TONY,2,354.6

SK0313,2013,PROD_TONY,3,432.5

SK0313,2013,PROD_TONY,4,972.8

SK0313,2013,ODPAD_TONY_KM2,1,0.1

SK0313,2013,ODPAD_TONY_KM2,2,0.7

SK0313,2013,ODPAD_TONY_KM2,3,0.9

SK0313,2013,ODPAD_TONY_KM2,4,2

SK0313,2012,PROD_TONY,1,65.4

SK0313,2012,PROD_TONY,2,205.2

SK0313,2012,PROD_TONY,3,766.4

SK0313,2012,PROD_TONY,4,1244.4

SK0313,2012,ODPAD_TONY_KM2,1,0.1

SK0313,2012,ODPAD_TONY_KM2,2,0.4

SK0313,2012,ODPAD_TONY_KM2,3,1.6

SK0313,2012,ODPAD_TONY_KM2,4,2.5

SK0313,2011,PROD_TONY,1,47.8

SK0313,2011,PROD_TONY,2,177.4

SK0313,2011,PROD_TONY,3,745.7

SK0313,2011,PROD_TONY,4,1183.2

SK0313,2011,ODPAD_TONY_KM2,1,0.1

SK0313,2011,ODPAD_TONY_KM2,2,0.4

SK0313,2011,ODPAD_TONY_KM2,3,1.5

SK0313,2011,ODPAD_TONY_KM2,4,2.4

SK0313,2010,PROD_TONY,1,48

SK0313,2010,PROD_TONY,2,142.9

SK0313,2010,PROD_TONY,3,666.4

SK0313,2010,PROD_TONY,4,1353.5

SK0313,2010,ODPAD_TONY_KM2,1,0.1

SK0313,2010,ODPAD_TONY_KM2,2,0.3

SK0313,2010,ODPAD_TONY_KM2,3,1.4

SK0313,2010,ODPAD_TONY_KM2,4,2.8

SK0313,2009,PROD_TONY,1,31

SK0313,2009,PROD_TONY,2,42.2

SK0313,2009,PROD_TONY,3,204.5

SK0313,2009,PROD_TONY,4,732.3

SK0313,2009,ODPAD_TONY_KM2,1,0.1

SK0313,2009,ODPAD_TONY_KM2,2,0.1

SK0313,2009,ODPAD_TONY_KM2,3,0.4

SK0313,2009,ODPAD_TONY_KM2,4,1.5

SK0313,2008,PROD_TONY,1,48

SK0313,2008,PROD_TONY,2,83.4

SK0313,2008,PROD_TONY,3,367.6

SK0313,2008,PROD_TONY,4,1452.9

SK0313,2008,ODPAD_TONY_KM2,1,0.1

SK0313,2008,ODPAD_TONY_KM2,2,0.2

SK0313,2008,ODPAD_TONY_KM2,3,0.7

SK0313,2008,ODPAD_TONY_KM2,4,3

SK0313,2007,PROD_TONY,1,51.1

SK0313,2007,PROD_TONY,2,80.7

SK0313,2007,PROD_TONY,3,457.9

SK0313,2007,PROD_TONY,4,1885.7

SK0313,2007,ODPAD_TONY_KM2,1,0.1

SK0313,2007,ODPAD_TONY_KM2,2,0.2

SK0313,2007,ODPAD_TONY_KM2,3,0.9

SK0313,2007,ODPAD_TONY_KM2,4,3.8

SK0313,2006,PROD_TONY,1,44

SK0313,2006,PROD_TONY,2,103.7

SK0313,2006,PROD_TONY,3,254.3

SK0313,2006,PROD_TONY,4,2550.5

SK0313,2006,ODPAD_TONY_KM2,1,0.1

SK0313,2006,ODPAD_TONY_KM2,2,0.2

SK0313,2006,ODPAD_TONY_KM2,3,0.5

SK0313,2006,ODPAD_TONY_KM2,4,5.2

SK0313,2005,PROD_TONY,1,37.2

SK0313,2005,PROD_TONY,2,91.2

SK0313,2005,PROD_TONY,3,256.7

SK0313,2005,PROD_TONY,4,1993.8

SK0313,2005,ODPAD_TONY_KM2,1,0.1

SK0313,2005,ODPAD_TONY_KM2,2,0.2

SK0313,2005,ODPAD_TONY_KM2,3,0.5

SK0313,2005,ODPAD_TONY_KM2,4,4.1

SK0313,2004,PROD_TONY,1,64.7

SK0313,2004,PROD_TONY,2,259.5

SK0313,2004,PROD_TONY,3,448.5

SK0313,2004,PROD_TONY,4,2806.2

SK0313,2004,ODPAD_TONY_KM2,1,0.1

SK0313,2004,ODPAD_TONY_KM2,2,0.5

SK0313,2004,ODPAD_TONY_KM2,3,0.9

SK0313,2004,ODPAD_TONY_KM2,4,5.7

SK0313,2003,PROD_TONY,1,70.5

SK0313,2003,PROD_TONY,2,328.5

SK0313,2003,PROD_TONY,3,389.1

SK0313,2003,PROD_TONY,4,1963.1

SK0313,2003,ODPAD_TONY_KM2,1,0.1

SK0313,2003,ODPAD_TONY_KM2,2,0.7

SK0313,2003,ODPAD_TONY_KM2,3,0.8

SK0313,2003,ODPAD_TONY_KM2,4,4

SK0313,2002,PROD_TONY,1,121.3

SK0313,2002,PROD_TONY,2,339.8

SK0313,2002,PROD_TONY,3,351.5

SK0313,2002,PROD_TONY,4,2350.4

SK0313,2002,ODPAD_TONY_KM2,1,0.2

SK0313,2002,ODPAD_TONY_KM2,2,0.7

SK0313,2002,ODPAD_TONY_KM2,3,0.7

SK0313,2002,ODPAD_TONY_KM2,4,4.8

SK0313,2001,PROD_TONY,1,115.3

SK0313,2001,PROD_TONY,2,553.2

SK0313,2001,PROD_TONY,3,503.6

SK0313,2001,PROD_TONY,4,2090.1

SK0313,2001,ODPAD_TONY_KM2,1,0.2

SK0313,2001,ODPAD_TONY_KM2,2,1.1

SK0313,2001,ODPAD_TONY_KM2,3,1

SK0313,2001,ODPAD_TONY_KM2,4,4.2

SK0314,2019,PROD_TONY,1,173.7

SK0314,2019,PROD_TONY,2,13.2

SK0314,2019,PROD_TONY,3,211.8

SK0314,2019,PROD_TONY,4,1430

SK0314,2019,ODPAD_TONY_KM2,1,1

SK0314,2019,ODPAD_TONY_KM2,2,0.1

SK0314,2019,ODPAD_TONY_KM2,3,1.2

SK0314,2019,ODPAD_TONY_KM2,4,8.2

SK0314,2018,PROD_TONY,1,10.1

SK0314,2018,PROD_TONY,2,0.8

SK0314,2018,PROD_TONY,3,46.3

SK0314,2018,PROD_TONY,4,27.4

SK0314,2018,ODPAD_TONY_KM2,1,0.1

SK0314,2018,ODPAD_TONY_KM2,2,

SK0314,2018,ODPAD_TONY_KM2,3,0.3

SK0314,2018,ODPAD_TONY_KM2,4,0.2

SK0314,2017,PROD_TONY,1,9.3

SK0314,2017,PROD_TONY,2,0.8

SK0314,2017,PROD_TONY,3,43

SK0314,2017,PROD_TONY,4,25.8

SK0314,2017,ODPAD_TONY_KM2,1,0.1

SK0314,2017,ODPAD_TONY_KM2,2,

SK0314,2017,ODPAD_TONY_KM2,3,0.2

SK0314,2017,ODPAD_TONY_KM2,4,0.1

SK0314,2016,PROD_TONY,1,13.2

SK0314,2016,PROD_TONY,2,0.6

SK0314,2016,PROD_TONY,3,41.2

SK0314,2016,PROD_TONY,4,33.7

SK0314,2016,ODPAD_TONY_KM2,1,0.1

SK0314,2016,ODPAD_TONY_KM2,2,

SK0314,2016,ODPAD_TONY_KM2,3,0.2

SK0314,2016,ODPAD_TONY_KM2,4,0.2

SK0314,2015,PROD_TONY,1,14.8

SK0314,2015,PROD_TONY,2,0.4

SK0314,2015,PROD_TONY,3,42.3

SK0314,2015,PROD_TONY,4,35.6

SK0314,2015,ODPAD_TONY_KM2,1,0.1

SK0314,2015,ODPAD_TONY_KM2,2,

SK0314,2015,ODPAD_TONY_KM2,3,0.2

SK0314,2015,ODPAD_TONY_KM2,4,0.2

SK0314,2014,PROD_TONY,1,21.4

SK0314,2014,PROD_TONY,2,0.5

SK0314,2014,PROD_TONY,3,31.7

SK0314,2014,PROD_TONY,4,25.8

SK0314,2014,ODPAD_TONY_KM2,1,0.1

SK0314,2014,ODPAD_TONY_KM2,2,

SK0314,2014,ODPAD_TONY_KM2,3,0.2

SK0314,2014,ODPAD_TONY_KM2,4,0.1

SK0314,2013,PROD_TONY,1,20

SK0314,2013,PROD_TONY,2,0.5

SK0314,2013,PROD_TONY,3,35

SK0314,2013,PROD_TONY,4,25.5

SK0314,2013,ODPAD_TONY_KM2,1,0.1

SK0314,2013,ODPAD_TONY_KM2,2,

SK0314,2013,ODPAD_TONY_KM2,3,0.2

